Nome Escola,Pontuação IRD
PRIMEIROS PASSOS DE CLEMENTINA CEIM,3.145057
CANTINHO DO SABER CEIM,2.951825
DARCY SILVEIRA VAZ PROFESSOR,2.646723
ANTONIO DAHER EMEF,4.06814
SAO FRANCISCO DE ASSIS ESCOLA TECNICA AGROPECUARIA MUNICIPAL,3.035205
EMEI ANDRE GARCIA,3.40388
JOSE ANGELO DE SOUZA VEREADOR EMEI,3.585105
LUPERCIO POLIZELLI VEREADOR EMEI,3.782891
ANANIAS DO NASCIMENTO EMEF,3.354224
HENRIQUE ERNESTO PARO EMEF,3.160299
SUZEL POLIZELLI MILANI PROFA EMEF,3.375682
JOSE VENANCIO DIAS CORONEL EMEF,3.114713
ADERCIA TEIXEIRA GONTIJO FERREIRA PROFA EMEI,3.100155
LAMOUNIER DE ANDRADE EMEF,3.048248
MARIA APARECIDA ZANETTE DE CAMARGO EMEI,4.009048
ALICE FONTOURA DE ARAUJO DONA,2.714516
BRUNO ANTONIO PRADO EMEIEF,3.505733
NEUZA MARCAL VIEIRA PROFA EMEF,5.0
MACAO NOZAKI EMEF,3.213423
GIL ALEXANDRE BORGES EMEF,2.531056
NOSSA SENHORA DO CARMO CRECHE MUNICIPAL,1.487578
SANTA DO PRADO MAXIMIANO DONA SANTINHA EMEF,3.628773
FRANCISCA LUZIA DE AVELAR CEMEI DONA CHIQUINHA,2.866699
ORESTES LADEIRA PE,2.670562
ALONSO FERREIRA DE CAMARGO EMEF,3.237202
MARIA PORCINA FERREIRA GERALDINI PROFA CEMEI,1.940994
MARIA INES PEREIRA DA SILVA LOURENCO CEMEI,2.219302
MARIA BENEDITA FERNANDES PROFA EMEF,3.436652
LUZIA CARLINI GELLY PROFESSORA CEMEI,3.404916
GREGORIO JOSE BECHARA VER CEMEI,2.789469
ENY RIGHETTI BONINI PROFA CEMEI,2.379318
ARMANDO BATTEL VER CEMEI,3.952972
AMELIA SUZIGAN TELLA PROFESSORA CEMEI,3.402715
JOANA TROISI FERNANDES PROFA CEMEI,1.82779
ANTONIO AGOSTINHO BATISTA PROF EMEF,3.634677
GIACOMO CORTE EMEF,3.08496
ALZIRA VIGANO KAMMER CEMEI,1.858178
ARNALDO ORESTES BOTOSO VEREADOR CEMEI,2.990922
LUCIA FADEL MAGNUSSON CEMEI,1.153846
ADELINA MANARA FERREIRA DE MELLO EMEF,2.860681
MARIA TEREZINHA FADEL LOZANO PRIMEIRA DAMA CEMEI,2.710736
PROFESSORA MARIA DE LOURDES LIMA,3.022035
CEMEI PROFA ADRIANA BLASCKE FADEL,1.714286
SEBASTIAO GOMES,2.134136
ALBERTO VELLONE PADRE,2.474976
JARDIM BELA VISTA,2.601984
ESCOLA MUNICIPAL CORONEL JOAO BATISTA DE CAMARGO BARROS,2.731978
ANIZIO FERRAZ GODINHO PROF,3.527762
CONEGO JOAO QUIRINO DE ALMEIDA EMEI,2.06065
REINEIRO DONATO PASTINA PREFEITO EM,3.476362
MARIA ANTONIA DE CAMARGO EM,3.238034
ANA PETILO MARACINI PROFA EM,1.353358
ESCOLA MUNICIPAL BENEDITO LUIZ DE SOUZA,1.189258
ESCOLA MUNICIPAL LAZARA FRANCISCA DA CONCEICAO R,1.751553
MARIA TEIXEIRA LIMA PROFADONA NENE EM,2.395987
JOSE DEL BEN PROF EM,1.771987
EMEI PROFA IRACEMA CHAGURI ZACHARIAS,2.111284
EMEI PREFEITO MILTON ALFREDO,2.189148
JOSE LEVY CORONEL,4.305124
JAMIL ABRAHAO SAAD,3.058399
MARIA NAZARETH STOCCO LORDELLO EMEIEF,3.465477
AMALIA MALHEIRO MOREIRA PROFA EMEF,3.350155
MARIA MINATEL PERUCHI CEI,3.209627
MARTHA SALIBE ABRAHAO CEI,3.134267
JORGE FERNANDES PROF EMEIEF,2.443323
LEONOR RODRIGUES MARCICANO CEI,3.145934
LEONOR FORTUNATO CEI,3.117801
GERALDO APPARECIDO ROCHA PROF EMEF,3.422952
MARIA APARECIDA PAGOTO MORAES PROFA EMEF,3.09265
JOSE LEVY CORONEL ESCOLA MUNICIPAL ENSINO FUNDAMENTAL,2.473706
CENTRO DE EDUCACAO INFANTIL MILTON ANTONIO VITTE,3.128882
UARDE ABRAHAO DE CAMPOS TOLEDO CEI,2.780016
LILIA INEZ THIRION VITTE CEI,2.960368
ODECIO LUCKE PROFESSOR,3.399192
CENTRO DE EDUCACAO INFANTIL PROFESSORA APPARECIDA NUNES FAKIH DONA CIDINHA,3.809323
JOSE MARIA DOS REIS DOUTOR,2.239452
FERNANDO MARIA FREI EM,3.501499
THEREZA TRESSOLDI PUGINA CENTRO DE EDUCACAO INFANTIL,2.908294
ANTONIO TONON,2.284491
MITSUO MATSURA PROF EM,3.248891
JANIO QUADROS GOVERNADOR,1.990535
MARIA DE LOURDES PEDROSO PERIN PROFA EM,3.851028
DONA HELENA EMEI,4.474216
CRECHEESCOLA PROFESSORA SILMARA LOPES DA SILVA BIANCHIN,3.474732
PAULO DE ALMEIDA NOGUEIRA DOUTOR,2.82967
LIDIA ONELIA KALIL AUN CREPALDI PROFESSORA,2.486413
CELIO RODRIGUES ALVES,3.029972
MOACIR AMARAL DR EMEB,3.487167
ESTHER NOGUEIRA EMEB,2.90655
MARIA ROSSI MACHADO PROFA EMEB,2.865854
NEUSA LAPOLLA PROFA EMEB,3.177462
HONORINA FROTA ROGERO BOSSHARD PROFA EMEB,3.873302
VILMA ZENAIDE NOLANDI COSTA PROFA EMEB,3.901338
MARIA APARECIDA TOLEDO STRAZZACAPPA PROFA EMEB,2.929022
ALICE DE CAMPOS LAPA PROFA EMEB,3.557743
ISABEL DE OLIVEIRA PROFA EMEB,3.460056
DORACI RODRIGUES PROFA EMEB,3.401604
PAULO FREIRE EDUCADOR EMEB,3.625204
ANTONIO PEGORARI EMEB,3.037101
JOAO BATISTA MARIA RIGOTTI MONSENHOR EMEB,2.465536
XIMENA COELHO PEREIRA ESTUDANTE EMEB,3.435469
FLORESTAN FERNANDES PROF EMEB,3.467092
LUIZ NICOLAU NOLANDI DR EMEB,2.928891
RODRIGO OCTAVIO LANGAARD MENEZES EMEB,3.041319
JOSE FRANCO SALGADO EMEB,2.085274
ROSELI APARECIDA TOLEDO PROFA EMEB,2.731475
EMEB GUILHERMINA KOWALESKY,2.072671
FELICIO MARMO PROF EMEB,3.858882
ODILA AMARAL BOTTCHER PROFA EMEB,3.471679
JENNY ROSSI ROGGE DONA EMEB,3.076127
ALAIRCE CIANI DEANGELO PROFA EMEB,2.53225
CECILIA MEIRELES EMEB,3.251298
HELENA CURIACOS NALLIN PROFESSORA EMEB,2.091421
FERNANDO JOSE BERTAZZO PROFESSOR EMEB,3.970204
TUTU BALLONI EMEB,3.198758
IVETE SALA DE QUEIROZ PROFESSORA,3.863936
ALBERTO FIERZ,3.269547
ALVARO DUARTE DE ALMEIDA PROF,2.544385
ANTONIO PAPINI CENTRO EDUCACIONAL,3.561481
ABDAO DA SILVA MOTA EMEI,3.016859
ANA MARIA SEGURA PROFESSORA EMEF,4.180069
VINICIUS DE MORAES,2.657801
FERNANDO NOBRE,3.085317
CARLOS FERREIRA DE MORAES PROFESSOR,2.572292
ANTONIETA DI LASCIO OZEKI PROFESSORA,2.393947
JARDIM SANTA ANGELA,2.000267
IDOMINEU ANTUNES CALDEIRA,2.45394
ZACARIAS ANTONIO DA SILVA,2.479835
JOSE BARRETO PROFESSOR,2.862491
ODAIR PACHECO PEDROSO PROFESSOR,2.668102
BATISTA CEPELOS,2.984481
ROQUE CELESTINO PIRES,2.965775
ANA MACIEIRA DE OLIVEIRA,2.837138
PEDRO CASEMIRO LEITE PROFESSOR,3.304203
ARY BOUZAN PROFESSOR,2.085764
CARLOS DIAS DE SANT ANNA PROFESSOR,3.434783
REPUBLICA DA COSTA RICA,2.93302
ROBERTO CORTE REAL JORNALISTA,2.391304
EROTIDES APARECIDA OLIVEIRA DA SILVA PROFESSORA,2.442771
DAGOBERTO SALLES FILHO DEPUTADO,2.534106
REPUBLICA DO PERU,3.353178
KENKITI SIMOMOTO,3.044761
EM CLODOALDO DE JESUS DOMINGUES,4.142587
ODARIA MENDONCA DA FONSECA CENTRO EDUCACIONAL,3.656691
DELIO LIMA JUNIOR DR CENTRO EDUCACIONAL,3.995284
JOSE ROBERTO MACENO CENTRO EDUCACIONAL,3.712995
IDALINA GODINHO DA SILVA EM,4.042443
AGUINALDO SOUZA ESTRELA EM,3.680124
ALTAIR DO NASCIMENTO MASSEI EM,2.528233
GRANJA CAROLINA CENTRO EDUCACIONAL,2.777051
JARDIM COTIA EM,3.521068
FRANCISCO CAMILO EM,2.942547
JARDIM ROSALINA EM,2.865891
ATALAIA CENTRO EDUCACIONAL DO,3.465178
FRANCISCO FERREIRA EM,2.680036
CEUC DIEGO CRISTIAN BAZILIO CAMARGO,2.878979
VICENTE MACIEL EM,3.036067
TERESA BENVINDA HERVEY COSTA MAIA EM,3.382541
FRANCISCA MANOEL DE OLIVEIRA EM,2.825512
FRANCISCO NUNES DE OLIVEIRA EM,3.171224
MIRANTE DA MATA EM,2.809265
FRANCISCO DE PAULA CARRARO EM,3.202844
JARDIM PANORAMA EM,3.490795
EM JOSE ROBERTO BARAUNA FILHO,3.590365
RECANTO SUAVE EM,3.160275
SIDRONIA NUNES PIRES EM,3.002311
TURIGUARA EM,3.429619
VICENTINA PIRES DE OLIVEIRA EM,4.061189
JOCINEIA DE MELO EM,3.077357
GRACILIANA MARIA DA CONCEICAO CENTRO EDUCACIONAL,3.886693
ERNESTO MENDES DA SILVA CENTRO EDUCACIONAL,3.505733
IVO MARIO ISAAC PIRES PREFEITO EM,3.141722
MAISA APARECIDA RIBEIRO EM,3.512788
FRANCISCO AMBROSIO DE AZEVEDO EM,2.334568
RECANTO VISTA ALEGRE ESCOLA MUNICIPAL,2.915986
RITA HERDUVIRGES FORTES CENTRO EDUCACIONAL,3.451734
VITORIA REGIA CENTRO EDUCACIONAL,3.786016
BAIRRO DA CAMPININHA EM DO,3.378699
BAIRRO DA CAPUTERA EM DO,3.675764
ELYDIA SCOPEL CREMONEZZI EM,3.168519
FLORENTINA FRANCISCA DE OLIVEIRA EM,3.603486
JOSE MENDES DA SILVA EM,3.681951
CANDIDO PINTO EM,3.514816
JOAO LUIZ MONTANHEIRO PROFESSOR EM,4.142456
VITOR GONCALVES DE SOUSA EM,3.175466
JOSE DA COSTA CHAVES PROF EM,3.19402
JOSE MANOEL DE OLIVEIRA EM,2.806418
MARIA APARECIDA DE OLIVEIRA PEDROSO PROFA EM,2.889504
BENEDICTA VAZ PEDROSO DE ALBUQUERQUE EM,3.495477
CRIANCAS DE COTIA EM,3.603912
EDUARDO BENJAMIN JAFET ENG EM,3.160801
GASPAR DE GODOI MOREIRA EM,3.443789
HONORIO DE SYLOS EM,2.296449
JARDIM DAS GRACAS EM,4.057971
JARDIM DO ENGENHO EM,2.523364
EDITH DOS SANTOS SILVA EM,3.378121
EM PROFESSORA OTILIA FREIRE DOS SANTOS SHIMADA,2.386898
JOAQUIM PEREIRA DA SILVA EM,3.459119
MALVINA DE CASTRO EM,3.299796
MARIA DO CARMO DE ALMEIDA JORNALISTA EM,3.277433
ROBERTO JORGE HADDOCK LOBO NETTO PROF EM,4.542938
ROSA AUGUSTA DE MORAES EM,2.545005
SILVIO PEDROSO EM,3.393116
ASSIS JOSE DE OLIVEIRA EM,2.297
OSNY FLEURY DA SILVEIRA PROF DR EM,2.957021
PAULO ZINGG EM,2.401777
ILDEFONCO EMELIANO DE BRITO EM,3.447427
ROSA MACIEL DE OLIVEIRA EM,2.798137
ANA MARIA PEREIRA PROFA EM,3.267263
EDNEIA DOS SANTOS PIRES EM,3.1624
JOAO JAYME JUVENAL RICCI AYRES EM,3.330199
DORVALINA MARIA DE JESUS CENTRO EDUCACIONAL,3.049554
ERNESTO BENEDITO DE CAMARGO EM,3.282005
YVETH NADER CAVALCANTE PROFA CENTRO EDUCACIONAL,2.507146
JARDIM ISIS EM,3.553189
SAMUEL DA SILVA FILHO EM,3.666906
JOSE GROTOLI EM,3.849961
PORTAL DA PRIMAVERA EM,2.442666
CHACARA CANTAGALO EM,3.527668
GERALDO GONCALVES DOS SANTOS ESCOLA MUNICIPAL,2.880026
JOAQUIM DE MORAES VICTOR EM,1.844499
MAGALI DO NASCIMENTO VIEIRA ARIAS CE,3.784692
DANIELLI ALBUQUERQUE MATHIAS CENTRO EDUCACIONAL,3.465473
ANDRESSA SOARES GOMES EM,3.773574
ANA MARIA DOS SANTOS SOUZA CENTRO EDUCACIONAL,4.538992
BENVINDA DOS SANTOS OLIVEIRA EM,4.538445
WALMOR CAETANO FERRARETTO CENTRO EDUCACIONAL,3.829365
ISABEL RIBEIRO LEAL LEITE ESCOLA MUNICIPAL,3.608113
FELIX ALVES FOLHA CENTRO EDUCACIONAL,3.562526
ANTONIO SALGADO OLORES CENTRO EDUCACIONAL,3.489441
HO DEH KONG CENTRO EDUCACIONAL,2.732919
TEREZA RIVERA DA SILVA CE,4.1324
BAIRRO SAO MIGUEL CENTRO EDUCACIONAL,2.250403
BAIRRO SAO MIGUEL EM,3.558879
COTIA ESCOLA TECNICA ESTADUAL DE,3.150458
JEFFERSON REIS MONTALVAO CENTRO EDUCACIONAL,3.519555
JARDIM DAS GRACAS CENTRO EDUCACIONAL,3.888433
CENTRO EDUCACIONAL JARDIM NOMURA,2.485714
MARIA JOSE DOS SANTOS CENTRO EDUCACIONAL,3.018634
CARMELINO PIRES DE OLIVEIRA PREFEITO CENTRO EDUC UNIFICADO,3.581119
JOAO PIRES MENDES CENTRO EDUCACIONAL,3.679385
MARIA TEREZA PASTANA CENTRO EDUCACIONAL,2.632192
MOISES DIAS CORVELO CENTRO EDUCACIONAL,2.933057
CENTRO EDUCACIONAL JARDIM ARARUAMA,2.927191
ERNESTO CAETANO DE SOUZA TENENTE,2.183285
SIDRONIA NUNES PIRES,3.193128
VILA SAO JOAQUIM II,1.870954
CONCEICAO DA COSTA NEVES DEPUTADA,1.844517
FERNAO DIAS PAES LEME,2.008701
ROQUE SAVIOLI,2.756864
FRANCISCO GOMES PROFESSOR,3.159065
JOAO DE SOUZA CAMPOS CORONEL,3.166113
JOAO BUCCINI EMEB,3.919037
VICTOR RAMOS MAJOR EMEB,3.373746
ABDUL MASSY RAHME EMEB,3.494775
MARIA ANTONIA LO TURCO EMEB,4.00207
NEIDE MARIA PEREIRA DOS REIS PROFA CEMEI,4.237768
GUILHERME FAVATI CENTRO MUNICIPAL DE EDUCACAO INFANTIL,4.350005
MOACYR MARTINS DOS SANTOS EMEB,2.340049
ANTONIO JOAQUIM DA SILVA EMEB,3.618914
JOAO NOGUEIRA EMEB,3.561441
MARIA VIRGINIA MATARAZZO IPPOLITO EMEB,3.156268
VALLY DAMIAO JAQUINTA CEMEI,2.836105
BAIRRO FRANCISCO CASTILHO,3.45991
CEMEI PROFESSORA VICTORIA APPARECIDA BERBEL MENEGHEL,3.03882
FERNANDO CAMPOS ROSAS PROFESSOR,2.560542
JOAO DE FARIA,2.214602
APARECIDA GUILHERME GARCIA CMEI,3.576849
JARCY ARACI DE MATTOS EMEB,3.805823
AMELIO DE PAULA COELHO EMEB,3.575654
JOAQUIM GONCALVES DE OLIVEIRA,1.67394
LEONILDES ADEMAR CABIANCA PROF EMEIF,3.112341
CECILIA VIDOTTI ZANDONADI EM,3.025732
HERMOGENES MAJOR,2.490683
HUMBERTO TURNER,2.799398
VIRGILIO ANTUNES PROF,3.000085
MARIO DA SILVA PINTO DR,2.758949
OSWALDO CRUZ,2.95383
JOSE SANTANA DE CASTRO PROF ETEC,4.273848
JOSE RODRIGUES ALVES SOBRINHO DR,2.23077
ESCOLA MUNICIPAL PADRE MAURILIO BARBOSA TOMANIK,3.535936
ESCOLA MUNICIPAL ANTONIO XAVIER,3.440797
ESCOLA MUNICIPAL PROFESSOR JOAQUIM DE PAULA GUIMARAES,2.678284
ESCOLA MUNICIPAL LIONS,2.153523
ESCOLA MUNICIPAL PROFESSORA MARIA LEONOR COSTA,3.349659
ESCOLA MUNICIPAL PROFESSOR MARCINIO PEREIRA DE CASTRO,3.074835
ESCOLA MUNICIPAL PROFESSORA GIRLENE DE CARVALHO ALVARENGA MARTINOLI,3.699491
ESCOLA MUNICIPAL PROFESSOR ITAMAR GIL MOELER,2.915905
ESCOLA MUNICIPAL JOSE RIBEIRO DA SILVA,3.190844
ESCOLA MUNICIPAL PROFESSORA MARIA GERALDINA RAMALHO GOSLING,2.714115
OLGA RAMOS FERREIRA PROFA EMEIEF,2.516984
ESCOLA MUNICIPAL PROFESSOR JOAO PIRES DE LIMA,2.817402
ESCOLA MUNICIPAL PROFESSORA DALILA FILGUEIRAS PINTO,2.318901
ESCOLA MUNICIPAL DOUTOR JOSE DIOGO BASTOS CENTRO DE ATENCAO INTEGRAL A CRIANCA,2.798431
CRECHE MUNICIPAL DONA HELOISA QUINTANILHA DE BARROS,2.880008
DOM BOSCO CRECHE MUNICIPAL,2.996025
OLIVIA CARUSO CRECHE MUNICIPAL,3.290353
CRECHE MUNICIPAL MARIA APARECIDA SOARES CARVALHO DONA LILI,2.935181
ESCOLA MUNICIPAL DOUTOR ARNOLFO AZEVEDO,2.824406
ESCOLA MUNICIPAL PROFESSORA ITA FORTES,2.666108
ESCOLA MUNICIPAL PROFESSOR JOAQUIM REBOUCAS DE CARVALHO NETTO,1.885584
ESCOLA MUNICIPAL PADRE FRANCISCO DE ASSIS CARVALHO,2.189441
CRECHE MUNICIPAL MARIA RODRIGUES,2.932331
ESCOLA MUNICIPAL PROFESSOR ANTONIO VICENTE DA SILVA BUENO,3.648707
CRECHE MUNICIPAL SANTA LUZIA,2.54458
CRECHE MUNICIPAL PROFESSORA LUCIENE GLORIA DE ANDRADE NASCIMENTO,2.58374
CRECHE MUNICIPAL PADRE HAMILTON GUEDES RAMOS,1.742944
ESCOLA MUNICIPAL PROFESSOR JOAO BASTOS SOARES,3.242814
FORESTA MASSEI CABRAL CRECHE MUNICIPAL,2.628627
ABRAO BENJAMIM PROF,2.287124
HILDA ROCHA PINTO PROFA,2.621286
HUMBERTO DE ALENCAR CASTELLO BRANCO MARECHAL,3.075342
AFONSO SCHIMIDT,2.080408
JULIO CONCEICAO,3.702446
LINCOLN FELICIANO,2.826242
ZENON CLEANTES DE MOURA PROFESSOR,1.902972
JOSE DA COSTA PROFESSOR,2.987716
MARIA HELENA DUARTE CAETANO PROFESSORA,2.285267
ARY DE OLIVEIRA GARCIA PROFESSOR,3.290807
ESTADO DA BAHIA UNIDADE MUNICIPAL DE ENSINO,3.600044
ESTADO DE SAO PAULO UNIDADE MUNICIPAL DE ENSINO,3.356904
ESTADO DO CEARA UNIDADE MUNICIPAL DE ENSINO,3.018909
ESTADO DO AMAZONAS UNIDADE MUNICIPAL DE ENSINO,3.160749
ALMERINDA MONTEIRO DE CARVALHO PROFA UME,3.883762
ESTADO DE GOIAS UNIDADE MUNICIPAL DE ENSINO,3.079935
BERNARDO JOSE MARIA LORENA UNIDADE MUNICIPAL DE ENSINO,3.06527
MANOEL DA NOBREGA PADRE UNIDADE MUNICIPAL DE ENSINO,3.762075
JOAO RAMALHO UNIDADE MUNICIPAL DE ENSINO,3.324282
JOSE DE ANCHIETA PADRE UNIDADE MUNICIPAL DE ENSINO,3.079928
ESTADO DO PARA UNIDADE MUNICIPAL DE ENSINO,2.23179
ESTADO DE SANTA CATARINA UNIDADE MUNICIPAL DE ENSINO,3.376442
ESTADO DO AMAPA UNIDADE MUNICIPAL DE ENSINO,3.886623
RUI BARBOSA UNIDADE MUNICIPAL DE ENSINO,3.460935
ESTADO DO TOCANTINS UNIDADE MUNICIPAL DE ENSINO,2.867439
PRINCESA ISABEL UNIDADE MUNICIPAL DE ENSINO,3.086384
ESTADO DO MATO GROSSO UNIDADE MUNICIPAL DE ENSINO,2.656782
DOM PEDRO I UNIDADE MUNICIPAL DE ENSINO,3.727159
ESTADO DE ALAGOAS UNIDADE MUNICIPAL DE ENSINO,2.514178
ESTADO DE PERNAMBUCO UNIDADE MUNICIPAL DE ENSINO,2.695413
ESTADO DE MINAS GERAIS UNIDADE MUNICIPAL DE ENSINO,3.395729
ANTONIO ORTEGA DOMINGUES UNIDADE MUNICIPAL DE ENSINO,3.642906
ESTADO DO RIO GRANDE DO SUL UNIDADE MUNICIPAL DE ENSINO,3.534161
ESTADO DO ESPIRITO SANTO UNIDADE MUNICIPAL DE ENSINO,2.993072
ANTONIO OLIVIERI FILHO PADRE UNIDADE MUNICIPAL DE ENSINO,2.713335
LUIZ PIERUZZI NETTO PROF DR UNIDADE MUNICIPAL DE ENSINO,3.327595
ESTADO DO ACRE UNIDADE MUNICIPAL DE ENSINO,4.053797
ESTADO DO MARANHAO UNIDADE MUNICIPAL DE ENSINO,2.869713
ARACY ESTEVES SOARES CAMPOS UNIDADE MUNICIPAL DE ENSINO,3.679563
MARIO DE OLIVEIRA MOREIRA UNIDADE MUNICIPAL DE ENSINO,3.253703
LUIZ GUSTAVO DE LIMA UNIDADE MUNICIPAL DE ENSINO,3.60083
ELZA SILVA DOS SANTOS UNIDADE MUNICIPAL DE ENSINO,3.736305
MARTA MAGALI DA SILVA MADEIRA PROFA UME,3.605935
JARDIM CASQUEIRO UNIDADE MUNICIPAL DE ENSINO,2.546584
LUCY MONTORO UNIDADE MUNICIPAL DE ENSINO,3.623188
NOSSA SENHORA DE FATIMA UNIDADE MUNICIPAL DE ENSINO,4.297626
SOFIA ZARZUR UNIDADE MUNICIPAL DE ENSINO,2.798952
VILA SAO JOSE UNIDADE MUNICIPAL DE ENSINO,3.420611
ULYSSES GUIMARAES UNIDADE MUNICIPAL DE ENSINO,3.624133
IVANILDO REBOUCAS DA SILVA ESCOLA TECNICA DE MUSICA E DANCA,4.017191
USINA HENRY BORDEN UNIDADE MUNICIPAL DE ENSINO,2.322538
LUIZA CORTEZ DA SILVA UNIDADE MUNICIPAL DE ENSINO,3.805373
MARIA ROSA DA CRUZ MALTEZ DA GUARDA UME,3.685947
CELITA TERTULIANO SAMPAIO REIS PROFA UME,3.219012
DOMINGOS PUCCIARIELLO VEREADOR UNIDADE MUNICIPAL DE ENSINO,3.515828
MARIA ALBERTINA PINHEIRO SILVA MESQUITA NENE NEM,3.488568
CUBATAO ETEC DE,3.201378
MARIA LIBERATA VO BIA UNIDADE MUNICIPAL DE EDUCACAO,2.925793
JAYME JOAO OLCESE UNIDADE MUNICIPAL DE ENSINO,3.034293
APARECIDA CARLOS ANTONIO VIDAL,3.150104
MARIA DO ROSARIO LOPES FRANCO PROFESSORA UME,3.47627
MARTA JOSETE RAMOS IMPALEA PROFA CEU UNIDADE I,3.791731
PARQUE DOS SONHOS 9A,3.891819
WALDOMIRO MARIANI PROFESSOR,2.466418
ANA LUIZA VICTOR DO COUTO UNIDADE MUNICIPAL DE ENSINO,3.297619
IFSP - CAMPUS CUBATAO,3.210175
EMEF BAIRRO DO JARDIM,1.075311
EMEF BAIRRO DA PARAIBUNA II,0.850932
EMEF BAIRRO DO JERICO,1.798137
EMEF BAIRRO DO TABOAO,4.477226
EMEF BAIRRO DA PAINEIRA DE CIMA,3.73913
EMEF BAIRRO DA VARGEM DO TANQUE,1.906832
EMEF BAIRRO DO SAPEZAL,1.798137
EMEI BAIRRO DO TABOAO,3.440994
EMEF PROFESSORA MARIA DA CONCEICAO QUERIDO,3.374574
PAULO VIRGINIO CUNHA,2.994141
GERALDO COSTA,2.26499
CASEMIRO DA ROCHA DR,2.548071
JOSE MAURO COELHO VERAS PROF EMEI,3.677735
BENEDITO AGUIAR SANTANA PROF EMEF,3.809368
MANOEL LOPES D ASSUNCAO EMEF,2.911986
ARGEU PINTO DA FONSECA CRECHE E EMEI MUNICIPAL,3.656832
MARGARIDA PACETTI RODRIGUES PROFA CRECHE EMEI,4.21875
DALZISA DE FATIMA DOS REIS MONTEIRO PROFA CRECHE E EMEI MUNICIPAL,2.385187
BAIRRO PARAITINGA EMEF,3.018634
BELARMINO PEDRO DE ARAUJO MESTRE EMEF,5.0
BAIRRO DA BOCAINA EMEF,0.926501
BAIRRO DO JACUI EMEF,5.0
BAIRRO DO MONJOLO EMEF,2.009317
BAIRRO DO JAGUARAO EMEF,5.0
BAIRRO DA APARICAO EMEF,5.0
BAIRRO DO MATO ESCURO EMEF,5.0
BAIRRO DA VARGEM GRANDE EMEF,1.782609
BAIRRO AGUAS DE SANTA ROSA EMEF,2.459063
BAIRRO DO AMORIM EMEF,1.360248
BAIRRO DAS GUABIROBAS EMEF,1.84472
BAIRRO DO MATO DENTRO EMEF,1.596273
BAIRRO DO PAIOL EMEF,2.509317
BAIRRO DA PEDRA BRANCA EMEF,1.798137
BAIRRO SERRA DO INDAIA EMEF,1.004141
PAULO JOSE VERRESCHI RIBEIRO,2.370033
BAIRRO DA BARRA,2.866159
BAIRRO DA BOCAINA,1.371762
CEI PROFESSORA ZULEIKA APPARECIDA FACCHIN,3.116977
CEI PROFESSORA DIRCE PEREIRA FONSECA,2.980425
JOSE FERREIRA DA SILVA,3.135544
PAULO ROBERTO JORDAO EMEI,2.949471
JOSE CANONICO MONSENHOR EMEI,2.343114
LUIZ DIAS ALVARENGA DR EMEI,2.931514
MARIO FRANCESCHINI PROF EMEI,2.906116
VANIA APARECIDA ZAGO PROFA EMEI,2.676723
RENATA SALZANO GENTIL EMEI,2.433895
CORONEL TOBIAS EMEF,3.269859
THEREZA DOS ANJOS PUOLI PROFA EMEF,3.671173
FRANCISCO FERNANDO FARIA DA CUNHA PROF EMEF,3.116986
CID MUNIZ BARRETTO DR CAIC EMEF,3.100527
EDNA MARIA DO AMARAL MARINI PROFA EMEF,3.142014
MATHILDE DE FREITAS CIRELLI PROFA CRECHE,3.139535
PAULA CRISTINA XAVIER PROFA CRECHE,3.196457
DIRCE SARTORI SERPENTINO PROFA EMEF,3.366208
ORESTES LADEIRA PADRE EMEF,2.767357
MARIA SYLVIA TRALDI DE MARCO PROFA EMEF,2.620398
TEREZINHA MACHADO PROFESSORA EMEI,2.024845
MARIA DE LOURDES DELALIBERA BENINI PROFESSORA EMEI,3.116238
ANDRELINO CASARE PROF EMEF,2.966051
LUCIANO IVO TOGNETTI PROFESSOR,2.683977
GUSTAVO SICCHIROLI GUIMARAES CRECHE MUNICIPAL,3.091393
VANESSA CRISTINA DE ALMEIDA CRECHE MUNICIPAL,2.877179
MARIA CLARA JACOB MACHADO EMEB,2.235516
MERCIA ARTIMOS MARON PROFESSORA,3.044215
NICEIA ALBARELLO FERRARI PROFESSORA,2.327408
LYDES RACHEL GUTIERRES PROFESSORA,3.00211
JOSE ARTIGAS GENERAL,2.813882
JOAO RAMALHO,3.107242
ANTONIETA BORGES ALVES PROFESSORA,2.556283
ANTONIO BRANCO RODRIGUES JUNIOR PROFESSOR,2.645911
JARDIM ANA SOFIA,2.269565
SERGIO BUARQUE DE HOLANDA,2.637646
ALDEMIR DE SOUZA CASTRO PROFESSOR,2.279503
MARIA CAROLINA CASINI CARDIM PROFESSORA,2.511668
EVANDRO CAIAFA ESQUIVEL PROFESSOR,2.50143
OSVALDO GIACOIA DOUTOR,3.096846
RAUL SADDI,2.863248
SYLVIA RAMOS ESQUIVEL,2.064291
FABIO EDUARDO RAMOS ESQUIVEL,2.988365
ARLINDO BETIO,2.724413
PEDRO MADOGLIO PROFESSOR,2.740018
SIMON BOLIVAR,2.807707
ANA CONSUELO GARCIA PERES MURAD PROFESSORA,2.266474
VILA SANTA MARIA,3.217869
JOAO CARLOS GOMES CARDIM PROF,3.180971
HOMERO SILVA,2.830178
LIVIO MARCOS GUERCIA PROFESSOR,2.589189
OLGA FONSECA PROFESSORA,2.777019
TRISTAO DE ATHAYDE,1.995221
